"id","x","y","stand","volume","p95"
204,5,3,1,302.518631340294,33.1486896647874
205,5,4,1,382.627909120037,76.0454341220249
206,5,5,1,304.557932209009,68.0931634603299
207,5,6,1,381.862303681777,55.9151501116451
208,5,7,1,366.010924426846,53.049440028162
209,5,8,1,319.630197215273,57.5855728042121
210,5,9,1,324.710733047802,58.8200619895213
211,5,10,1,379.634001832266,65.797601695513
212,5,11,1,439.33622069418,62.2025579242802
213,5,12,1,536.976522582635,46.9124605612826
214,5,13,1,290.177260364993,53.104636760022
215,5,14,1,363.569774514796,31.0625560706607
216,5,15,1,649.860084215547,43.6786565018365
217,5,16,1,265.166513758342,53.0607864259151
218,5,17,1,276.848444309832,53.66904894463
219,5,18,1,330.31139720969,26.6282148978364
220,5,19,1,222.14788691903,56.2880099494955
221,5,20,3,288.849965923717,7.29982726413858
222,5,21,3,172.301557686503,82.159033448123
223,5,22,3,471.462304448995,85.862030573214
224,5,23,3,302.518631340294,38.218574811226
225,5,24,3,382.627909120037,50.5654967237225
226,5,25,3,304.557932209009,51.4850750049862
227,5,26,3,381.862303681777,54.7607934958264
228,5,27,3,366.010924426846,68.7329676450671
229,5,28,3,319.630197215273,58.2766639607878
230,5,29,3,324.710733047802,16.5596280224904
231,5,30,3,379.634001832266,31.5765972170408
232,5,31,3,439.33622069418,40.5043482614173
233,5,32,3,536.976522582635,104.25260160998
234,5,33,3,290.177260364993,31.8629948568151
235,5,34,3,363.569774514796,61.3132056248614
236,5,35,3,649.860084215547,62.4048656775911
237,5,36,3,265.166513758342,35.368279432251
238,5,37,3,276.848444309832,33.3158417779
239,5,38,3,330.31139720969,23.9649872860832
240,5,39,3,222.14788691903,89.4971909387359
241,6,0,1,288.849965923717,48.1722284903239
242,6,1,1,172.301557686503,38.172969022029
243,6,2,1,471.462304448995,46.070002520646
244,6,3,1,302.518631340294,60.22695229215
245,6,4,1,382.627909120037,73.9898668782096
246,6,5,1,304.557932209009,80.482569370051
247,6,6,1,381.862303681777,54.3615934767924
248,6,7,1,366.010924426846,52.3087380184196
249,6,8,1,319.630197215273,48.8672289969748
250,6,9,1,324.710733047802,49.6497800820539
251,6,10,1,379.634001832266,35.7339791598452
252,6,11,1,439.33622069418,57.7933641394949
253,6,12,1,536.976522582635,100.096063653313
254,6,13,1,290.177260364993,46.0991944690854
255,6,14,1,363.569774514796,13.0289190446503
256,6,15,1,649.860084215547,39.4664935599532
257,6,16,1,265.166513758342,33.9768951382114
258,6,17,1,276.848444309832,53.3922040371144
259,6,18,1,330.31139720969,65.1038231189631
260,6,19,1,222.14788691903,38.2564743748767
261,6,20,3,288.849965923717,54.8361023153546
262,6,21,3,172.301557686503,42.7190266626639
263,6,22,3,471.462304448995,23.8716789845656
264,6,23,3,302.518631340294,63.9106165331125
265,6,24,3,382.627909120037,41.9126521471659
266,6,25,3,304.557932209009,43.7857455342537
267,6,26,3,381.862303681777,26.6168199596749
268,6,27,3,366.010924426846,41.514341491983
269,6,28,3,319.630197215273,39.9300901279154
270,6,29,3,324.710733047802,40.8238021740879
271,6,30,3,379.634001832266,56.0130615916435
272,6,31,3,439.33622069418,42.0552673065328
273,6,32,3,536.976522582635,50.7579115031356
274,6,33,3,290.177260364993,57.1527386028515
275,6,34,3,363.569774514796,38.7622310894021
276,6,35,3,649.860084215547,57.9762741454183
277,6,36,3,265.166513758342,34.560863372834
278,6,37,3,276.848444309832,46.8524551690789
279,6,38,3,330.31139720969,42.9547668482584
280,6,39,3,222.14788691903,39.7687615848654
281,7,0,1,288.849965923717,77.4806143915395
282,7,1,1,172.301557686503,27.0415605024788
283,7,2,1,471.462304448995,75.0607102784663
284,7,3,1,302.518631340294,53.6775804742341
285,7,4,1,382.627909120037,35.6055590235279
286,7,5,1,304.557932209009,72.5310996217477
287,7,6,1,381.862303681777,51.2774808520792
288,7,7,1,366.010924426846,37.7345565492511
289,7,8,1,319.630197215273,51.9423644018203
290,7,9,1,324.710733047802,21.7367272328956
291,7,10,1,379.634001832266,60.4673743647551
292,7,11,1,439.33622069418,44.4857251153169
293,7,12,1,536.976522582635,60.2268895623028
294,7,13,1,290.177260364993,58.0862629324381
295,7,14,1,363.569774514796,51.4680310992552
296,7,15,1,649.860084215547,31.2596789881609
297,7,16,1,265.166513758342,46.0662166586957
298,7,17,1,276.848444309832,59.1766843886858
299,7,18,1,330.31139720969,52.225098807961
300,7,19,1,222.14788691903,49.922730804039
301,7,20,3,288.849965923717,48.4273178524736
302,7,21,3,172.301557686503,67.1761001743655
303,7,22,3,471.462304448995,58.6676235488929
304,7,23,3,302.518631340294,20.0210623241019
305,7,24,3,382.627909120037,43.0827376515816
306,7,25,3,304.557932209009,73.7402952949934
307,7,26,3,381.862303681777,45.5151143239856
308,7,27,3,366.010924426846,8.60307587477615
309,7,28,3,319.630197215273,50.2655006628761
310,7,29,3,324.710733047802,75.6098696886765
311,7,30,3,379.634001832266,100.373995336165
312,7,31,3,439.33622069418,34.635062439609
313,7,32,3,536.976522582635,75.7992032671115
314,7,33,3,290.177260364993,53.14022852923
315,7,34,3,363.569774514796,48.8854079373424
316,7,35,3,649.860084215547,93.2956142856197
317,7,36,3,265.166513758342,3.96933837175175
318,7,37,3,276.848444309832,56.2639284905182
319,7,38,3,330.31139720969,36.1334592348057
320,7,39,3,222.14788691903,76.5419824787772
321,8,0,1,288.849965923717,31.9164439143972
322,8,1,1,172.301557686503,51.3317589514372
323,8,2,1,471.462304448995,27.6241310333399
324,8,3,1,302.518631340294,54.9380713878658
325,8,4,1,382.627909120037,51.7347895612108
326,8,5,1,304.557932209009,38.7049981151977
327,8,6,1,381.862303681777,76.3008722084386
328,8,7,1,366.010924426846,42.4919996683431
329,8,8,1,319.630197215273,30.6030197591253
330,8,9,1,324.710733047802,38.0077121271314
331,8,10,1,379.634001832266,18.3820235056874
332,8,11,1,439.33622069418,69.5833458315595
333,8,12,1,536.976522582635,10.8348583413981
334,8,13,1,290.177260364993,26.7123804521301
335,8,14,1,363.569774514796,59.7936866180948
336,8,15,1,649.860084215547,54.6456260535548
337,8,16,1,265.166513758342,39.4862843276233
338,8,17,1,276.848444309832,74.8089098602065
339,8,18,1,330.31139720969,60.639433061158
340,8,19,1,222.14788691903,53.970677174199
341,8,20,3,288.849965923717,23.6886371179015
342,8,21,3,172.301557686503,44.2814493091534
343,8,22,3,471.462304448995,59.3411468219137
344,8,23,3,302.518631340294,20.4575305706099
345,8,24,3,382.627909120037,40.6130543962525
346,8,25,3,304.557932209009,48.065783036956
347,8,26,3,381.862303681777,-8.30058241018056
348,8,27,3,366.010924426846,58.4569745710435
349,8,28,3,319.630197215273,31.1196222211989
350,8,29,3,324.710733047802,49.7554841291855
351,8,30,3,379.634001832266,39.7452081007763
352,8,31,3,439.33622069418,23.6684036440149
353,8,32,3,536.976522582635,59.7290264517903
354,8,33,3,290.177260364993,39.4340346649129
355,8,34,3,363.569774514796,52.279277894777
356,8,35,3,649.860084215547,13.9175739591867
357,8,36,3,265.166513758342,20.6750476347505
358,8,37,3,276.848444309832,56.1160184099111
359,8,38,3,330.31139720969,56.7366491576497
360,8,39,3,222.14788691903,33.963064243847
361,9,0,1,288.849965923717,90.4245885328324
362,9,1,1,172.301557686503,28.3536882989321
363,9,2,1,471.462304448995,52.568573190537
364,9,3,1,302.518631340294,44.4494434921477
365,9,4,1,382.627909120037,30.0377163370192
366,9,5,1,304.557932209009,64.0327369240967
367,9,6,1,381.862303681777,59.8208775981074
368,9,7,1,366.010924426846,49.7585898446875
369,9,8,1,319.630197215273,38.4305630875046
370,9,9,1,324.710733047802,75.4983100889551
371,9,10,1,379.634001832266,60.5468862238235
372,9,11,1,439.33622069418,59.5836821323785
373,9,12,1,536.976522582635,32.2627157376261
374,9,13,1,290.177260364993,30.8070289218887
375,9,14,1,363.569774514796,11.8486986435826
376,9,15,1,649.860084215547,70.0529132942589
377,9,16,1,265.166513758342,46.1890616451767
378,9,17,1,276.848444309832,65.572917387305
379,9,18,1,330.31139720969,53.0472926507384
380,9,19,1,222.14788691903,47.3149614871928
381,9,20,3,288.849965923717,78.9727579347738
382,9,21,3,172.301557686503,107.96757200923
383,9,22,3,471.462304448995,65.5208898213225
384,9,23,3,302.518631340294,70.4768596096707
385,9,24,3,382.627909120037,68.6293895564842
386,9,25,3,304.557932209009,71.6078997058687
387,9,26,3,381.862303681777,20.0121902836325
388,9,27,3,366.010924426846,53.0878238682268
389,9,28,3,319.630197215273,47.9830084147658
390,9,29,3,324.710733047802,69.3007458995841
391,9,30,3,379.634001832266,53.3467638645999
392,9,31,3,439.33622069418,24.6514748924308
393,9,32,3,536.976522582635,37.7543748924102
394,9,33,3,290.177260364993,56.7141023772708
395,9,34,3,363.569774514796,99.2740176549394
396,9,35,3,649.860084215547,51.9892217091892
397,9,36,3,265.166513758342,73.0546396976636
398,9,37,3,276.848444309832,27.3095241276733
399,9,38,3,330.31139720969,93.343403999403
400,9,39,3,222.14788691903,55.6605225476334
401,10,0,1,288.849965923717,94.4646283164679
402,10,1,1,172.301557686503,25.9841616014767
403,10,2,1,471.462304448995,54.0385986231497
404,10,3,1,302.518631340294,52.128456095169
405,10,4,1,382.627909120037,57.261555145909
406,10,5,1,304.557932209009,54.6115513980974
407,10,6,1,381.862303681777,102.334276576111
408,10,7,1,366.010924426846,46.871024523989
409,10,8,1,319.630197215273,72.5604036796807
410,10,9,1,324.710733047802,41.3717067233437
411,10,10,1,379.634001832266,68.4886235468063
412,10,11,1,439.33622069418,35.8516780765995
413,10,12,1,536.976522582635,74.4250827912789
414,10,13,1,290.177260364993,32.7370233003868
415,10,14,1,363.569774514796,37.9693591898569
416,10,15,1,649.860084215547,36.128227007495
417,10,16,1,265.166513758342,45.9256284989385
418,10,17,1,276.848444309832,45.695188325614
419,10,18,1,330.31139720969,44.6082609587016
420,10,19,1,222.14788691903,32.2860137310992
421,10,20,3,288.849965923717,79.0831129791526
422,10,21,3,172.301557686503,41.2543279891746
423,10,22,3,471.462304448995,18.9820553075006
424,10,23,3,302.518631340294,76.0298416578716
425,10,24,3,382.627909120037,83.771660132559
426,10,25,3,304.557932209009,45.2115977155165
427,10,26,3,381.862303681777,32.8774184610358
428,10,27,3,366.010924426846,82.4038476385251
429,10,28,3,319.630197215273,85.2046967624372
430,10,29,3,324.710733047802,44.6888790735991
431,10,30,3,379.634001832266,69.5224485764816
432,10,31,3,439.33622069418,-5.03468979470048
433,10,32,3,536.976522582635,39.4298147499148
434,10,33,3,290.177260364993,24.0985350297221
435,10,34,3,363.569774514796,4.24779055798103
436,10,35,3,649.860084215547,13.9787350570775
437,10,36,3,265.166513758342,43.9620032098913
438,10,37,3,276.848444309832,29.7288155716976
439,10,38,3,330.31139720969,22.0995025009044
440,10,39,3,222.14788691903,53.0976002389194
441,11,0,1,288.849965923717,52.16894127841
442,11,1,1,172.301557686503,39.3860384640335
443,11,2,1,471.462304448995,70.4729882780257
444,11,3,1,302.518631340294,35.1475727588989
445,11,4,1,382.627909120037,55.9032432947495
446,11,5,1,304.557932209009,65.1061376249388
447,11,6,1,381.862303681777,66.1114298956025
448,11,7,1,366.010924426846,63.2673083652977
449,11,8,1,319.630197215273,33.5855243572891
450,11,9,1,324.710733047802,65.2459231701859
451,11,10,1,379.634001832266,44.8618228558985
452,11,11,1,439.33622069418,51.8388101551088
453,11,12,1,536.976522582635,70.5243181764296
454,11,13,1,290.177260364993,65.7570243208204
455,11,14,1,363.569774514796,53.3830845875097
456,11,15,1,649.860084215547,51.7206570767756
457,11,16,1,265.166513758342,70.9145554808304
458,11,17,1,276.848444309832,47.5498027124103
459,11,18,1,330.31139720969,29.7402450461858
460,11,19,1,222.14788691903,61.5153746279602
461,11,20,3,288.849965923717,7.07623479746704
462,11,21,3,172.301557686503,70.776417737107
463,11,22,3,471.462304448995,37.7685015719367
464,11,23,3,302.518631340294,51.1362842580103
465,11,24,3,382.627909120037,70.8801141353756
466,11,25,3,304.557932209009,-5.4982671565082
467,11,26,3,381.862303681777,80.9940044351621
468,11,27,3,366.010924426846,61.0661473184655
469,11,28,3,319.630197215273,23.6000015569742
470,11,29,3,324.710733047802,84.3090320846949
471,11,30,3,379.634001832266,58.0216908831067
472,11,31,3,439.33622069418,10.6895847153244
473,11,32,3,536.976522582635,74.2485140008828
474,11,33,3,290.177260364993,90.1711078784523
475,11,34,3,363.569774514796,55.5360421358013
476,11,35,3,649.860084215547,80.485983247432
477,11,36,3,265.166513758342,73.3963984644986
478,11,37,3,276.848444309832,46.2014415200751
479,11,38,3,330.31139720969,43.6550746692381
480,11,39,3,222.14788691903,71.4105806319505
481,12,0,1,288.849965923717,54.0946597139388
482,12,1,1,172.301557686503,51.0887669503175
483,12,2,1,471.462304448995,38.4879766526306
484,12,3,1,302.518631340294,63.4353001302803
485,12,4,1,382.627909120037,53.6850912335487
486,12,5,1,304.557932209009,32.6083999959744
487,12,6,1,381.862303681777,41.2916343400832
488,12,7,1,366.010924426846,81.037310390737
489,12,8,1,319.630197215273,51.695717030753
490,12,9,1,324.710733047802,56.1542194047212
491,12,10,1,379.634001832266,64.5480243883948
492,12,11,1,439.33622069418,41.7491968137337
493,12,12,1,536.976522582635,35.3522126848434
494,12,13,1,290.177260364993,66.7557059885482
495,12,14,1,363.569774514796,33.1305098086024
496,12,15,1,649.860084215547,60.0003419631936
497,12,16,1,265.166513758342,69.0422673307383
498,12,17,1,276.848444309832,47.2743198886497
499,12,18,1,330.31139720969,44.0056332739355
500,12,19,1,222.14788691903,25.2474029694003
501,12,20,3,288.849965923717,23.3949482643324
502,12,21,3,172.301557686503,26.8812863207474
503,12,22,3,471.462304448995,32.1510584389067
504,12,23,3,302.518631340294,22.3233950537632
505,12,24,3,382.627909120037,92.0480832750804
506,12,25,3,304.557932209009,17.7841066101985
507,12,26,3,381.862303681777,57.6507867250119
508,12,27,3,366.010924426846,57.0460746701128
509,12,28,3,319.630197215273,42.3262662386993
510,12,29,3,324.710733047802,20.9181422099208
511,12,30,3,379.634001832266,23.3300487798383
512,12,31,3,439.33622069418,40.5511943981253
513,12,32,3,536.976522582635,106.981757038706
514,12,33,3,290.177260364993,38.5802329980092
515,12,34,3,363.569774514796,52.982872280836
516,12,35,3,649.860084215547,55.2416200364695
517,12,36,3,265.166513758342,39.8174861690667
518,12,37,3,276.848444309832,55.4510714672921
519,12,38,3,330.31139720969,43.8766826294033
520,12,39,3,222.14788691903,110.686786624031
521,13,0,1,288.849965923717,74.6719001857799
522,13,1,1,172.301557686503,36.3209679141195
523,13,2,1,471.462304448995,45.3820290721394
524,13,3,1,302.518631340294,60.6302155665824
525,13,4,1,382.627909120037,43.2660627323348
526,13,5,1,304.557932209009,63.298353115263
527,13,6,1,381.862303681777,52.6638351036569
528,13,7,1,366.010924426846,52.7799039819997
529,13,8,1,319.630197215273,72.8407402991665
530,13,9,1,324.710733047802,31.6863315738658
531,13,10,1,379.634001832266,48.8496413383698
532,13,11,1,439.33622069418,49.840498036711
533,13,12,1,536.976522582635,45.7970609573435
534,13,13,1,290.177260364993,46.6693890461008
535,13,14,1,363.569774514796,40.9463081793556
536,13,15,1,649.860084215547,29.9791631376225
537,13,16,1,265.166513758342,60.0355477105215
538,13,17,1,276.848444309832,39.4875370626523
539,13,18,1,330.31139720969,61.8949510568682
540,13,19,1,222.14788691903,44.5518305047692
541,13,20,3,288.849965923717,16.6157713763324
542,13,21,3,172.301557686503,15.1790699968645
543,13,22,3,471.462304448995,39.6234048634852
544,13,23,3,302.518631340294,56.2526437816944
545,13,24,3,382.627909120037,57.4182703918774
546,13,25,3,304.557932209009,34.3826233027506
547,13,26,3,381.862303681777,55.6450454465096
548,13,27,3,366.010924426846,-6.06332879444152
549,13,28,3,319.630197215273,39.3643957675521
550,13,29,3,324.710733047802,11.5873249876375
551,13,30,3,379.634001832266,65.1878597356436
552,13,31,3,439.33622069418,69.4815990177901
553,13,32,3,536.976522582635,38.6929813495162
554,13,33,3,290.177260364993,54.8380385256296
555,13,34,3,363.569774514796,32.7014330976466
556,13,35,3,649.860084215547,50.9037187752088
557,13,36,3,265.166513758342,78.7645040800359
558,13,37,3,276.848444309832,100.051976875836
559,13,38,3,330.31139720969,50.3357196171188
560,13,39,3,222.14788691903,35.0046475376255
561,14,0,1,288.849965923717,18.9352086842457
562,14,1,1,172.301557686503,35.1320027761196
563,14,2,1,471.462304448995,21.4814418518754
564,14,3,1,302.518631340294,67.4670581439032
565,14,4,1,382.627909120037,70.2860718935567
566,14,5,1,304.557932209009,44.8737908084189
567,14,6,1,381.862303681777,25.333430439349
568,14,7,1,366.010924426846,42.2681900621679
569,14,8,1,319.630197215273,66.0500071587305
570,14,9,1,324.710733047802,54.249472734965
571,14,10,1,379.634001832266,53.4838939387619
572,14,11,1,439.33622069418,58.2903250362607
573,14,12,1,536.976522582635,47.0654363549566
574,14,13,1,290.177260364993,64.6593882800146
575,14,14,1,363.569774514796,52.839980068008
576,14,15,1,649.860084215547,59.3417860933099
577,14,16,1,265.166513758342,33.8751463816524
578,14,17,1,276.848444309832,25.3168098203672
579,14,18,1,330.31139720969,38.567116231931
580,14,19,1,222.14788691903,36.4513837841089
581,14,20,3,288.849965923717,30.6876374337276
582,14,21,3,172.301557686503,33.9129735284289
583,14,22,3,471.462304448995,49.1286748916025
584,14,23,3,302.518631340294,13.6188866609868
585,14,24,3,382.627909120037,67.728427712255
586,14,25,3,304.557932209009,52.5788171867319
587,14,26,3,381.862303681777,58.5317792049467
588,14,27,3,366.010924426846,70.8594809244965
589,14,28,3,319.630197215273,41.4929597964405
590,14,29,3,324.710733047802,26.8112295006415
591,14,30,3,379.634001832266,45.6152684399414
592,14,31,3,439.33622069418,27.9941098262042
593,14,32,3,536.976522582635,85.7638234768833
594,14,33,3,290.177260364993,18.5171246072611
595,14,34,3,363.569774514796,36.7661382791374
596,14,35,3,649.860084215547,21.7875957742288
597,14,36,3,265.166513758342,23.6428025165764
598,14,37,3,276.848444309832,57.9314112663068
599,14,38,3,330.31139720969,13.3252037238406
600,14,39,3,222.14788691903,30.8950965939335
601,15,0,1,288.849965923717,50.0723363839278
602,15,1,1,172.301557686503,41.4191330219662
603,15,2,1,471.462304448995,41.4847652781281
604,15,3,1,302.518631340294,55.282312636942
605,15,4,1,382.627909120037,44.8604896011034
606,15,5,1,304.557932209009,55.9791887678059
607,15,6,1,381.862303681777,51.7256603142682
608,15,7,1,366.010924426846,69.8683078687248
609,15,8,1,319.630197215273,31.8664312275327
610,15,9,1,324.710733047802,34.1151194949545
