"id","stand","x","y","volume","p95"
114,3,2,33,1820.32642775845,185.555652212784
115,3,2,34,3060.45959478616,231.190876984831
116,3,2,35,2130.04406937861,197.687900856317
117,3,2,36,2865.34185458639,222.347170062754
118,3,2,37,2436.40217796525,217.85240348415
119,3,2,38,2516.54124016723,220.166789358203
120,3,2,39,2222.03000703171,198.812195893007
121,1,3,0,1431.43893250713,170.7123625693
122,1,3,1,1460.0795748833,163.862344076883
123,1,3,2,1736.37743551495,169.191449208975
124,1,3,3,1480.35387413264,157.065447136372
125,1,3,4,1981.62877606882,185.49590709458
126,1,3,5,1949.1546001816,187.487982334867
127,1,3,6,2211.67584379424,198.21616172851
128,1,3,7,1644.24878298795,170.1407003796
129,1,3,8,1330.10754111304,149.842446984981
130,1,3,9,1451.25013099396,165.158841533405
131,1,3,10,1641.31245389014,173.153087830498
132,1,3,11,2166.41257746928,191.483301329668
133,1,3,12,1722.0514027764,170.481203882572
134,1,3,13,1825.52297229354,173.602362596354
135,1,3,14,1893.56645907497,182.619509424481
136,1,3,15,2187.59126577246,195.850389512657
137,1,3,16,1501.19507687473,169.046382080406
138,1,3,17,1745.32006567146,177.832312420548
139,1,3,18,1550.43442908193,177.244349441199
140,1,3,19,2081.35115542595,190.075685263508
141,3,3,20,2400.10904625414,209.815099126701
142,3,3,21,2198.27369318419,194.087699385786
143,3,3,22,2180.34961160586,197.273804359633
144,3,3,23,2382.96185344455,201.502371661086
145,3,3,24,2107.14860986479,194.798576643492
146,3,3,25,2417.83237330908,207.357680769493
147,3,3,26,3029.01446530782,230.210056928646
148,3,3,27,2590.78567352926,218.330945316206
149,3,3,28,1732.0056666293,187.654287742942
150,3,3,29,1983.97090476776,201.21845364276
151,3,3,30,1896.59195604723,187.859883449037
152,3,3,31,2858.03089265638,231.491716731801
153,3,3,32,2402.59030819945,210.859306220883
154,3,3,33,2635.09535260393,226.211233565301
155,3,3,34,2345.67033637322,208.939788027
156,3,3,35,2447.169431565,209.928286261697
157,3,3,36,3157.76355658383,236.518354948773
158,3,3,37,3155.45908203601,244.250376283214
159,3,3,38,3816.07478395875,264.78443823359
160,3,3,39,1935.43111097552,191.530651720087
161,1,4,0,2166.67160697377,190.354778185445
162,1,4,1,1744.50037246611,173.925429860278
163,1,4,2,1768.79571655212,171.187649737011
164,1,4,3,1690.65167402513,169.69051801642
165,1,4,4,1567.2198230116,171.892298966229
166,1,4,5,1346.60011008013,157.085254871661
167,1,4,6,1116.13132839355,136.259160239431
168,1,4,7,1635.03508109273,164.120621371423
169,1,4,8,1740.04024781621,173.605414519253
170,1,4,9,1822.8746360413,174.820442448541
171,1,4,10,1717.42223248303,170.251268791574
172,1,4,11,1297.87954781924,155.439695313341
173,1,4,12,1487.75875504264,160.498489704901
174,1,4,13,1328.43991748133,160.221005660902
175,1,4,14,1964.44063068857,187.69897868259
176,1,4,15,1586.51338451107,170.755153514895
177,1,4,16,1751.08303200145,170.209108311218
178,1,4,17,1308.82736760256,157.830398392921
179,1,4,18,1504.31112855434,167.19557895159
180,1,4,19,2072.69527106576,185.391351156163
181,3,4,20,1806.80435694397,173.90989648384
182,3,4,21,1553.73247236219,161.659278641352
183,3,4,22,1697.5842804813,177.076110990311
184,3,4,23,1952.08170525801,187.51007871742
185,3,4,24,2880.79361470241,228.303964931589
186,3,4,25,2081.00248063804,197.071595519807
187,3,4,26,2362.44353888765,205.716711737986
188,3,4,27,1623.89738789627,178.735720301549
189,3,4,28,3058.17878394025,242.1195218221
190,3,4,29,3050.93639918078,234.635485478332
191,3,4,30,2041.48370734935,196.977222850498
192,3,4,31,2316.65095269524,209.541032201051
193,3,4,32,2568.56040883078,215.01639216797
194,3,4,33,2565.30497209404,213.369027824124
195,3,4,34,2280.57754233953,199.193918171554
196,3,4,35,1724.60394283641,175.760692554516
197,3,4,36,1674.50893701051,168.419773418418
198,3,4,37,2308.1243049412,213.053966700315
199,3,4,38,2760.71281495725,225.506680544323
200,3,4,39,2019.41488442705,185.44623546457
201,1,5,0,1751.68793590696,172.713933733513
202,1,5,1,1470.38659470073,167.521367369895
203,1,5,2,1841.03594601293,165.522780480781
204,1,5,3,1373.2562391461,154.697537634652
205,1,5,4,1697.11356584204,175.620289415351
206,1,5,5,1338.58856330168,155.368001533552
207,1,5,6,1678.98717306938,177.859737572054
208,1,5,7,1623.53045268756,170.790725755541
209,1,5,8,1903.73643055501,189.246981637831
210,1,5,9,1352.96978148609,146.995039561928
211,1,5,10,2088.97167033015,194.569799038772
212,1,5,11,1258.54001025044,150.612183365697
213,1,5,12,1899.77759189823,187.127731231922
214,1,5,13,1883.48147656596,183.362379782423
215,1,5,14,1918.66484316992,186.309322885155
216,1,5,15,1556.04367495234,168.714163993537
217,1,5,16,1142.10084023759,147.024145996973
218,1,5,17,2207.15158293083,204.690595588733
219,1,5,18,1494.86924645662,164.935129417209
220,1,5,19,1336.77205322048,161.024174412991
221,3,5,20,2632.47726829983,226.028400636387
222,3,5,21,1972.75559220346,184.850085666543
223,3,5,22,2068.31601404415,199.322953837296
224,3,5,23,2393.51555044303,212.21710745066
225,3,5,24,1816.83778134485,176.069149425637
226,3,5,25,2653.68809213904,215.581161151508
227,3,5,26,1520.55182802535,157.702824523791
228,3,5,27,2065.61187236805,191.681783429721
229,3,5,28,2069.7276236381,196.599223634311
230,3,5,29,2741.76583109043,217.495839278607
231,3,5,30,2235.38760522918,196.044597767438
232,3,5,31,2378.30086394629,205.441988212999
233,3,5,32,3457.61886411721,257.190755854573
234,3,5,33,1827.612386522,178.314044783981
235,3,5,34,3655.35627464372,256.775259940771
236,3,5,35,2649.28357458482,221.448876421694
237,3,5,36,1983.33184552408,195.001500266531
238,3,5,37,3153.36848586563,236.5205151367
239,3,5,38,2923.56259754489,236.155146163816
240,3,5,39,2066.95694146415,186.713502093245
241,1,6,0,1748.69728144347,173.323911195739
242,1,6,1,1422.26703020567,165.4937598868
243,1,6,2,1614.13621460378,165.69883305488
244,1,6,3,1499.01108049013,159.789442365757
245,1,6,4,1465.49474151517,161.183259378241
246,1,6,5,1673.53944803598,176.974504845169
247,1,6,6,1325.22257935243,145.867357417738
248,1,6,7,1400.04666906806,159.156683488284
249,1,6,8,1229.87017677998,144.172822577127
250,1,6,9,1238.66804575787,155.401791305309
251,1,6,10,1826.61974477802,180.778215947302
252,1,6,11,1917.26527054178,185.403384458193
253,1,6,12,1371.71458860971,157.98456504005
254,1,6,13,1029.85683949283,139.77287198658
255,1,6,14,1154.14630645555,147.443028415664
256,1,6,15,1962.45824735999,176.396009382541
257,1,6,16,2366.70107449098,206.815887835754
258,1,6,17,2303.6178856704,197.506123233293
259,1,6,18,1435.54533083859,153.935038123714
260,1,6,19,1507.29019208543,159.442196836758
261,3,6,20,3471.67064553505,252.72943514666
262,3,6,21,2803.27198559922,225.994045854925
263,3,6,22,2467.47408170282,216.806462108602
264,3,6,23,2647.4118454152,219.569753270567
265,3,6,24,1706.54972767778,176.181493547292
266,3,6,25,2089.93797747837,195.312097652077
267,3,6,26,3296.28315275418,241.583328209405
268,3,6,27,2395.37251639928,198.985944012461
269,3,6,28,3016.12535723549,230.788482236514
270,3,6,29,2648.58140768894,219.343324558433
271,3,6,30,1918.81613182091,175.507576423861
272,3,6,31,1707.49098238325,176.583584360024
273,3,6,32,2554.86172518917,213.551184582576
274,3,6,33,2294.21121375445,206.552543696518
275,3,6,34,1561.90105162098,174.187658588785
276,3,6,35,3777.79373325678,266.371094378381
277,3,6,36,3200.3390470407,245.522195097541
278,3,6,37,1971.57182737548,179.594710702247
279,3,6,38,2161.8540059271,202.468909413019
280,3,6,39,2995.8072486453,237.945237393638
281,1,7,0,1826.12171184095,179.798273789809
282,1,7,1,1564.54030847056,172.81867479938
283,1,7,2,1546.05705092842,160.067206499065
284,1,7,3,1759.79623159306,172.591589419833
285,1,7,4,1986.75236965823,193.58184566798
286,1,7,5,1500.22000251428,166.032892057704
287,1,7,6,1406.34473684269,154.627944056405
288,1,7,7,1289.30718106655,156.581933364608
289,1,7,8,1480.02530278295,166.66072403414
290,1,7,9,1469.57005617036,170.504531474287
291,1,7,10,1551.32199216391,170.48855781171
292,1,7,11,1589.97733026341,164.880028240445
293,1,7,12,1107.27136322593,144.763937871266
294,1,7,13,1244.58973194243,153.015611146522
295,1,7,14,1726.85778198544,170.618316729262
296,1,7,15,1498.04105243994,163.332707672562
297,1,7,16,1701.98245305498,173.624780084417
298,1,7,17,1238.43320153658,147.276809329284
299,1,7,18,1497.88580510277,158.385312184028
300,1,7,19,1394.60195646782,162.242059940286
301,3,7,20,2600.42893574602,212.180218788878
302,3,7,21,2862.59712866421,232.378704194965
303,3,7,22,3282.29106651949,247.685061730133
304,3,7,23,2838.19429869584,227.469826323319
305,3,7,24,2372.80754621386,212.451999646611
306,3,7,25,3219.77519207941,246.532270245731
307,3,7,26,3411.13854793398,252.613336644776
308,3,7,27,3080.42375450833,234.913609330918
309,3,7,28,2588.66687231699,216.0183125471
310,3,7,29,1373.82870748465,159.77468459136
311,3,7,30,3066.92042955742,229.380907126187
312,3,7,31,3362.37239464182,249.030698847698
313,3,7,32,1112.42156003444,146.433600641852
314,3,7,33,3373.14194090402,248.469034183814
315,3,7,34,2349.74466667592,201.196345177487
316,3,7,35,2586.14477655792,223.080387139874
317,3,7,36,2125.62130535225,199.625372589104
318,3,7,37,2608.0798224017,215.690288459556
319,3,7,38,2869.74505711192,234.971062443771
320,3,7,39,2354.57733934839,201.283620193237
321,1,8,0,1273.57760659245,143.53425871604
322,1,8,1,1947.83107270149,180.07824586243
323,1,8,2,1708.05171556977,174.822134798845
324,1,8,3,1874.15705239843,184.650754039827
325,1,8,4,1971.542278672,189.151259193805
326,1,8,5,1775.79572643916,179.476096679027
327,1,8,6,1636.26578049633,168.005549316568
328,1,8,7,1438.29339341922,157.416739318723
329,1,8,8,1605.44558378196,174.647755386414
330,1,8,9,2060.16850733822,194.54753437218
331,1,8,10,1923.75415334601,179.555783799125
332,1,8,11,1917.52116775036,189.597526277632
333,1,8,12,1433.03765513867,158.010072385395
334,1,8,13,1466.92522629051,163.98566819526
335,1,8,14,1464.62481774447,158.461727380715
336,1,8,15,1360.81384832458,162.960972154442
337,1,8,16,1289.63141399148,160.038130718083
338,1,8,17,1864.44793069604,180.725587766619
339,1,8,18,1520.65823576578,168.910229148126
340,1,8,19,1498.75267877137,167.885561178133
341,3,8,20,3014.62305075414,235.772248042751
342,3,8,21,1774.56322322767,182.606020162804
343,3,8,22,2491.40382590541,219.091049982343
344,3,8,23,2315.52203323696,205.215114394039
345,3,8,24,2308.48944169341,204.774266802955
346,3,8,25,2438.85134748074,215.963261370062
347,3,8,26,1564.70208258985,161.308178043848
348,3,8,27,1385.69449658268,157.878505836446
349,3,8,28,2113.80568148951,195.143651084592
350,3,8,29,2387.02503542124,207.782276803786
351,3,8,30,3588.58865654133,258.448742483591
352,3,8,31,2388.60745575828,207.892534183352
353,3,8,32,3374.46423281664,256.233054771769
354,3,8,33,2199.43739018971,207.662634802997
355,3,8,34,1897.94228781217,184.792722233957
356,3,8,35,3476.77181678889,254.893229615843
357,3,8,36,1591.02993111092,175.183531467211
358,3,8,37,2835.1005496704,228.375960187283
359,3,8,38,2557.23926452896,213.323539232704
360,3,8,39,2075.74913117445,192.765360651462
361,1,9,0,1691.07661653447,169.442628779585
362,1,9,1,1042.65787812896,139.251291082019
363,1,9,2,2089.40397333098,192.6183703445
364,1,9,3,1963.46288814397,186.366322687535
365,1,9,4,1797.6524719711,170.803555746485
366,1,9,5,1178.80459542746,145.765302200668
367,1,9,6,1449.0739827617,163.630571038282
368,1,9,7,1859.98191452431,179.046588913338
369,1,9,8,1496.21686746066,165.583947572358
370,1,9,9,2115.83604991875,188.51436305801
371,1,9,10,1756.06919908275,176.241236131363
372,1,9,11,1521.35691759454,174.64441654775
373,1,9,12,1545.64509705077,159.313611927775
374,1,9,13,2169.21668229995,198.627172338255
375,1,9,14,1710.27018521415,181.291200010634
376,1,9,15,1386.91773001095,154.065733426538
377,1,9,16,1459.13432992732,154.494483590427
378,1,9,17,1583.27486321534,161.883021972178
379,1,9,18,1605.49071607479,161.083290430579
380,1,9,19,1640.93634906392,171.15101958159
381,3,9,20,2679.63035864447,225.406869942084
382,3,9,21,1841.27588487677,175.840521805733
383,3,9,22,2133.01420383764,196.964705412446
384,3,9,23,2828.78643223392,228.454573751818
385,3,9,24,2494.37077736135,222.954652127091
386,3,9,25,3041.78388822273,238.084313286079
387,3,9,26,2738.14710264689,226.346219890834
388,3,9,27,2710.86755593576,219.673978701299
389,3,9,28,2191.72232976795,198.095257526074
390,3,9,29,2039.64794062383,196.015534293833
391,3,9,30,1624.42529772048,168.179893728322
392,3,9,31,4140.19359894582,278.54643265756
393,3,9,32,1961.65685513418,183.377112803747
394,3,9,33,1935.54496393215,185.912443855906
395,3,9,34,2305.99666483352,202.133903435579
396,3,9,35,1505.98089308316,168.186289367372
397,3,9,36,2545.66828715102,225.158079280592
398,3,9,37,2508.18898234747,213.768387530095
399,3,9,38,1983.57277196404,185.022760642383
400,3,9,39,4136.21358309231,270.925749856827
401,1,10,0,2488.14374103381,209.790454506097
402,1,10,1,1279.80901642317,157.965223225932
403,1,10,2,2078.53706939076,192.003617313135
404,1,10,3,1642.38838737968,170.431083660523
405,1,10,4,1760.92003172849,168.93336070535
406,1,10,5,1336.13623956013,157.560682308624
407,1,10,6,944.597589885351,142.501513679553
408,1,10,7,1749.70235159613,175.579311134744
409,1,10,8,1298.17788401999,156.613131503449
410,1,10,9,1604.0198683945,171.184655387691
411,1,10,10,2048.46943380807,186.429642474391
412,1,10,11,2282.23647768816,200.513677986883
413,1,10,12,2156.57404439535,194.485173190153
414,1,10,13,1586.2018675056,156.019138828932
415,1,10,14,1906.37931930014,182.662205976154
416,1,10,15,1360.8956512562,165.211763081939
417,1,10,16,1186.52197757883,148.552795968424
418,1,10,17,1893.26452626184,179.959264089007
419,1,10,18,1699.60549921337,166.26831930189
420,1,10,19,1867.51002457134,179.114402577557
421,3,10,20,2324.66808670777,210.223860126547
422,3,10,21,1878.6482859549,179.170921532323
423,3,10,22,3459.43353641304,251.139490141098
424,3,10,23,2016.50962526975,195.232794097305
425,3,10,24,1751.88633329003,177.936774364846
426,3,10,25,2629.09111901607,216.354035874332
427,3,10,26,2795.99400001054,232.673033214057
428,3,10,27,3010.06849520035,242.22192722389
429,3,10,28,2904.01092905134,224.447787818402
430,3,10,29,1918.87674178428,181.581918347207
431,3,10,30,2766.72148718566,230.56185876601
432,3,10,31,1824.15063544246,184.515220318534
433,3,10,32,1718.31141864801,174.895356896225
434,3,10,33,2410.3194493843,210.519056782143
435,3,10,34,2828.60824374497,221.774421730374
436,3,10,35,2832.66165034335,231.809813828609
437,3,10,36,2376.8618490933,212.211250941104
438,3,10,37,2426.03350053424,208.834699814588
439,3,10,38,2347.83470473995,207.575200745107
440,3,10,39,2523.63582427531,222.456719121496
441,1,11,0,1197.93078832079,145.087258628489
442,1,11,1,1643.41276142326,169.229702034355
443,1,11,2,1797.74916438029,175.156010853095
444,1,11,3,1489.86351960178,165.888976146096
445,1,11,4,1585.32180241971,169.023420775485
446,1,11,5,1739.6775607398,174.291204498527
447,1,11,6,1845.96120082986,176.148303280928
448,1,11,7,1630.12819745482,171.967996285246
449,1,11,8,1123.87825813369,145.282916485109
450,1,11,9,1862.36119903882,181.54113759352
451,1,11,10,1273.61646690314,157.121647095127
452,1,11,11,2272.59452100486,205.824067739728
453,1,11,12,1937.40039161618,178.995247029713
454,1,11,13,1877.82839949115,182.332344659774
455,1,11,14,1742.44455500566,179.593600933139
456,1,11,15,1851.39996985675,178.31505858359
457,1,11,16,1676.59449703521,172.848363892146
458,1,11,17,2256.04019694103,205.068421412983
459,1,11,18,1602.19027065608,175.516005752458
460,1,11,19,1328.27979539888,149.412621379821
461,3,11,20,2679.84375923501,221.682797004841
462,3,11,21,2340.51422572579,211.526775118827
463,3,11,22,1922.57262084494,188.582178284157
464,3,11,23,2751.93799269852,227.027214379344
465,3,11,24,2226.76603086517,205.828393146189
466,3,11,25,3665.43470550619,253.375510318328
467,3,11,26,1951.34125094717,182.424032948547
468,3,11,27,2552.35865238842,212.120785288135
469,3,11,28,2973.1139233213,230.454853254588
470,3,11,29,2141.23907476909,195.930439779711
471,3,11,30,2692.57687953609,224.210717407643
472,3,11,31,2651.51752259909,220.18775955733
473,3,11,32,2422.37409909894,220.18920569277
474,3,11,33,3021.17108550868,231.852105034835
475,3,11,34,2035.33761452441,189.415861391805
476,3,11,35,1577.18811531367,156.59682963774
477,3,11,36,1738.53514023681,180.080761917437
478,3,11,37,2231.56822268553,204.567341550389
479,3,11,38,2272.53627774875,202.504993789613
480,3,11,39,3159.30155091866,245.922670362789
481,1,12,0,1739.74772084637,170.943841678647
482,1,12,1,1214.22923445122,145.546321799805
483,1,12,2,1314.90194262058,156.585682605484
484,1,12,3,1533.37639890466,163.148361507491
485,1,12,4,1348.46705806922,157.363883551759
486,1,12,5,1089.86021583807,146.60726666378
487,1,12,6,2387.05095312348,197.861982068766
488,1,12,7,2011.49658394352,193.515273772059
489,1,12,8,1485.99665204798,169.279239231124
490,1,12,9,1482.9737227857,158.470603262711
491,1,12,10,1533.70014267162,168.299586809213
492,1,12,11,2220.36702988109,198.505434165252
493,1,12,12,1530.29648468993,165.650527522148
494,1,12,13,1584.03837775082,163.340334538589
495,1,12,14,1457.73424225332,167.917566473391
496,1,12,15,1743.33591639131,181.800683380513
497,1,12,16,1206.52470240255,154.074198666788
498,1,12,17,1237.23655026302,145.040074244537
499,1,12,18,911.20223847319,130.706196374567
500,1,12,19,1918.23410094087,182.385962170782
501,3,12,20,3652.34940307753,250.424388067652
502,3,12,21,2565.33267438669,218.730343127107
503,3,12,22,3042.74877206524,238.082495947619
504,3,12,23,2339.84195290532,206.16085688574
505,3,12,24,2698.19061221735,221.5310292376
506,3,12,25,2971.25898159343,234.964795745183
507,3,12,26,2413.56848843116,213.139077585241
508,3,12,27,2569.73280827356,206.990077333308
509,3,12,28,3168.02492944718,241.830635944448
510,3,12,29,2172.69535722643,201.922850114907
511,3,12,30,1724.01077862397,181.596746735409
512,3,12,31,2420.71076697225,205.388956909836
513,3,12,32,2647.70536379239,219.700708425227
514,3,12,33,2513.70159198677,212.310755219996
515,3,12,34,3622.3624312767,265.054407963406
516,3,12,35,1219.5392038956,150.603531920293
517,3,12,36,2689.36103947139,224.027246441273
518,3,12,37,1949.14664114683,186.168372480082
519,3,12,38,2537.18575016982,209.121392579644
520,3,12,39,3213.91875954593,243.951929503362
521,1,13,0,1636.62500973056,174.608078141248
522,1,13,1,1967.82435355724,187.263686516736
523,1,13,2,1951.44374684647,185.948176576073
524,1,13,3,1769.9427748282,180.171328017244
525,1,13,4,1528.8330206386,159.909419517082
526,1,13,5,1608.20298497812,171.579063984168
527,1,13,6,1499.09292028839,167.529373273557
528,1,13,7,1418.09606700062,163.633630472657
529,1,13,8,1386.85391389808,150.249052078368
530,1,13,9,1897.75448908212,180.575820971309
531,1,13,10,1523.84870380893,157.407045583736
532,1,13,11,1790.16807288753,172.152118252565
533,1,13,12,1665.87185925734,176.635830572223
534,1,13,13,1691.15624929066,177.310513547722
535,1,13,14,1686.42641670586,176.247869141945
536,1,13,15,1931.38298799481,177.91390560119
537,1,13,16,1879.08662613236,195.737771059624
538,1,13,17,1761.06571634241,180.536896284949
539,1,13,18,1577.2880797694,163.609403180081
540,1,13,19,1672.20044060117,171.666618550818
541,3,13,20,2995.98741990192,235.366438825856
542,3,13,21,2240.82515344693,207.015119860885
543,3,13,22,1539.98826968949,159.604042374418
544,3,13,23,1500.28259113205,165.284125884577
545,3,13,24,1751.57614846877,180.016621291915
546,3,13,25,2359.6854876141,212.085175909705
547,3,13,26,2163.02432262833,205.213581651006
548,3,13,27,2849.44618013138,228.913231987273
549,3,13,28,1309.71803771051,157.353419343219
550,3,13,29,1160.91833578482,144.904563893181
551,3,13,30,3233.49930527275,244.042301195772
552,3,13,31,1832.38619592092,186.314959916848
553,3,13,32,2752.30138617158,218.796522644635
554,3,13,33,4096.36221245119,274.483709408802
555,3,13,34,1586.2413591549,168.295503775596
556,3,13,35,1739.00560360303,179.433281632525
557,3,13,36,2397.79632392681,209.458034718063
558,3,13,37,2177.79647606653,203.646053335153
559,3,13,38,2434.1442745807,215.857434084789
560,3,13,39,2328.76378856314,211.2909675586
561,1,14,0,2382.74484338984,204.542401713091
562,1,14,1,1637.52425721073,168.008292358282
563,1,14,2,1347.13494300917,153.203020803166
564,1,14,3,1412.28377607391,165.039351814257
565,1,14,4,1589.26471450477,159.746319703522
566,1,14,5,1186.97415501258,155.426735653334
567,1,14,6,2031.91182450985,185.755966766948
568,1,14,7,1645.42028246057,164.163354868726
569,1,14,8,1807.04917960613,179.858552041137
570,1,14,9,1449.86186202929,156.918191020393
571,1,14,10,1906.19366780103,178.654886237322
572,1,14,11,2124.31683918872,188.107018094376
573,1,14,12,1254.04077340392,154.864541311376
574,1,14,13,1309.34713907111,159.688947417315
575,1,14,14,1267.23557494996,155.477767925648
576,1,14,15,1924.24486782052,189.128916839092
577,1,14,16,1749.2861502699,177.394707434839
578,1,14,17,1550.27654428291,161.371630730645
579,1,14,18,1813.59530168045,179.465854817643
580,1,14,19,1265.51729565446,157.00199423782
581,3,14,20,2915.62913604326,238.160344428264
582,3,14,21,2879.69366173143,236.041395724345
583,3,14,22,2960.56342278169,230.45313490834
584,3,14,23,2242.34242739294,198.575472777035
585,3,14,24,2280.44100564243,208.002594791486
586,3,14,25,1088.58820154751,148.465763959317
587,3,14,26,2925.60916774675,228.971177960855
588,3,14,27,1948.32166089318,199.210776728012
589,3,14,28,3098.11145070053,240.461331045423
590,3,14,29,3297.32034717095,242.737455821745
591,3,14,30,2100.51121111154,193.190221028367
592,3,14,31,1988.54050916166,190.806736097356
593,3,14,32,1651.46476524044,170.58381375848
594,3,14,33,1339.41891697839,159.790390583453
595,3,14,34,2074.3528877868,193.490469843304
596,3,14,35,2342.96620133983,204.693549753082
597,3,14,36,2470.36069676753,212.060067191925
598,3,14,37,2410.94340814742,206.294843478606
599,3,14,38,2850.35664202901,231.565114882217
600,3,14,39,1927.50348052137,180.453142552951
601,1,15,0,1732.27066562064,180.13186064253
602,1,15,1,1974.6906157569,186.319530857723
603,1,15,2,1625.77210714211,163.219146788464
604,1,15,3,1538.32839567345,152.217031058467
605,1,15,4,1830.06448763953,174.883784928655
606,1,15,5,1202.06262843809,145.445372149876
607,1,15,6,1943.90173352482,190.997941880787
